,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,CentralAir_Y,Foundation,BsmtQual,ExterQual,ExterCond,BsmtQual,ExterQual,ExterCond,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageQual,GarageCond,PoolQC,PavedDrive,BsmtFinType2,BsmtFinType1,BsmtExposure,BsmtCond,Functional,FireplaceQu,GarageType,GarageFinish,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_Pave,YearBuilt,YearRemodAdd,GarageYrBlt,DateBuilt,GdPrv,GdWo,MnPrv,MnWw,Gar2,Othr,Shed,TenC,COD,CWD,Con,ConLD,ConLI,ConLw,New,Oth,WD,Abnorml,AdjLand,Alloca,Family,Normal,Partial,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,EnclosedPorch,ScreenPorch,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,LandSlope,BsmtFullBath,FullBath,LowQualFinSF,GrLivArea,BsmtHalfBath,AsbShng,AsphShn,BrkComm,BrkFace,CBlock,CemntBd,HdBoard,ImStucc,MetalSd,Plywood,Stone,Stucco,VinylSd,Wd Sdng,WdShing,ClyTile,CompShg,Membran,Metal,Roll,Tar&Grv,WdShake,WdShngl,BrkCmn,BrkFace,None,Stone,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,Fireplaces,HalfBath,BedroomAbvGr,TotRmsAbvGrd,KitchenAbvGr,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GarageArea,GarageCars,OpenPorchSF,WoodDeckSF
10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,CBlock,3,3,3,3,3,3,0,1,0,0,0,0,3,3,0,2,1,3,1,3,0,0,4,1,0,0,1,0,1,0,1965,1965,1965,13910.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0.0,6.947937068614969,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.2626798770413155,9.32375833901174,0.0,6.810142450115136,0,0,3,5,1,4.90527477843843,6.947937068614969,6.947937068614969,0.0,384,1,0.0,0.0
11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,PConc,5,5,3,5,5,3,0,0,1,0,0,0,3,3,0,2,1,6,1,3,0,4,BuiltIn,3,0,0,1,0,1,0,2005,2006,2005,13330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,3,0.0,7.751475318021456,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4.454347296253507,9.386392315756542,5.659482215759621,6.906754778648554,2,0,4,11,1,5.181783550292085,7.069874128458572,7.075808863978387,7.04141166379481,736,3,3.091042453358316,4.997212273764115
12,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,CBlock,3,3,3,3,3,3,0,1,0,0,0,0,3,3,0,2,1,5,1,3,0,0,4,1,0,0,1,0,1,0,1962,1962,1962,14123.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0.0,6.816735880594968,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.248495242049359,9.470317173335742,0.0,6.6039438246004725,0,0,2,4,1,5.170483995038151,6.816735880594968,6.816735880594968,0.0,352,1,0.0,4.948759890378168
13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,PConc,4,4,3,4,4,3,0,0,1,0,0,0,3,3,0,2,1,1,3,3,0,4,6,2,0,0,1,0,1,0,2006,2007,2006,13726.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0.0,7.3098814858247865,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.5217885770490405,9.273596821611198,5.726847747587197,0.0,1,0,3,7,1,7.3098814858247865,7.3098814858247865,7.3098814858247865,0.0,840,3,3.5263605246161616,5.081404364984463
14,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,CBlock,3,3,3,3,3,3,0,1,0,0,0,0,3,3,0,2,1,4,1,3,0,2,6,2,0,0,1,0,1,0,1960,1960,1960,14000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0.0,7.134093721192866,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.248495242049359,9.298442820197728,5.3612921657094255,6.598509028614515,1,1,2,5,1,6.255750041753367,7.134093721192866,7.134093721192866,0.0,352,1,5.365976015021851,0.0
15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,BrkTil,3,3,3,3,3,3,1,0,0,0,0,0,3,3,0,2,1,1,1,3,0,0,4,1,0,0,0,1,1,0,1929,2001,1991,13695.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0,6.75110146893676,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3.9512437185814275,8.71948076085107,0.0,0.0,0,0,2,5,1,6.725033642166843,6.725033642166843,6.75110146893676,0.0,576,2,4.727387818712341,3.8918202981106265
16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,CBlock,3,3,3,3,3,3,0,1,0,0,0,0,3,3,0,2,1,5,1,3,0,3,6,3,0,0,1,0,1,0,1970,1970,1970,14669.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0.0,6.912742820493176,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4.248495242049359,9.32741204356202,5.198497031265826,6.361302477572996,1,0,2,5,1,6.056784013228625,6.912742820493176,6.912742820493176,0.0,480,2,0.0,0.0
17,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,Slab,0,3,3,0,3,3,0,0,0,1,0,0,3,3,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1967,1967,1967,13422.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0.0,7.167809184316444,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.290459441148391,9.286560397887591,0.0,0.0,0,0,2,6,2,0.0,0.0,7.167809184316444,0.0,516,2,0.0,0.0
18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,PConc,3,3,3,3,3,3,0,0,1,0,0,0,3,3,0,2,1,6,1,3,0,0,4,1,0,0,1,0,1,0,2004,2004,2004,14031.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0.0,7.016609683894219,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.204692619390966,9.524859098381523,0.0,6.472346294500901,0,1,3,6,1,6.150602768446279,7.016609683894219,7.016609683894219,0.0,576,2,4.634728988229636,0.0
19,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,CBlock,3,3,3,3,3,3,0,1,0,0,0,0,3,3,0,2,1,2,1,3,1,0,6,1,0,0,1,0,1,0,1958,1965,1958,14365.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0,7.200424892944957,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.2626798770413155,8.93075873555827,0.0,6.22455842927536,0,0,3,6,1,6.26530121273771,6.937314081223682,7.200424892944957,0.0,294,1,0.0,0.0
20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,PConc,5,4,3,5,4,3,0,0,1,0,0,0,3,3,0,2,1,1,3,3,0,4,BuiltIn,2,0,0,1,0,1,0,2005,2006,2005,13453.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0.0,7.773594467360194,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.624972813284271,9.562123369834488,5.942799375126701,0.0,1,1,4,9,1,7.055312843339752,7.055312843339752,7.055312843339752,7.105786129481271,853,3,5.043425116919247,5.484796933490655
21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,PConc,3,3,3,3,3,3,0,0,1,0,0,0,3,3,0,0,1,1,1,3,0,4,6,1,0,0,0,1,1,0,1930,1950,1930,13665.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,205,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0,7.011213987350367,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.060443010546419,8.915969311373605,0.0,0.0,1,0,3,6,1,6.45833828334479,6.45833828334479,7.011213987350367,0.0,280,1,0.0,0.0
22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,PConc,4,4,3,4,4,3,0,0,1,0,0,0,3,3,0,2,1,1,1,3,0,4,6,2,0,0,1,0,1,0,2002,2002,2002,14123.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0.0,7.493317248862145,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.330733340286331,9.184304357425342,5.641907070938114,0.0,1,0,3,7,1,7.48324441607385,7.48324441607385,7.493317248862145,0.0,534,2,5.075173815233827,5.147494476813453
23,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,PConc,4,3,3,4,3,3,0,0,1,0,0,0,3,3,0,2,1,6,1,3,0,3,6,1,0,0,0,1,1,0,1976,1976,1976,13665.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0.0,6.966967138613983,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.8066624897703196,8.348774539791274,0.0,6.734591659972948,1,0,3,6,1,5.303304908059076,6.947937068614969,6.966967138613983,0.0,572,2,4.709530201312334,4.61512051684126
24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,CBlock,3,3,4,3,3,4,0,1,0,0,0,0,3,3,0,2,5,3,2,3,0,3,6,1,0,0,1,0,1,0,1968,2001,1968,14730.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0.0,6.966967138613983,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.248495242049359,9.017604776833355,0.0,5.241747015059643,1,0,3,6,1,5.3230099791384085,6.966967138613983,6.966967138613983,0.0,270,1,4.51085950651685,6.008813185442595
